unidade;data;texto
5àsec Alameda Santos;25/09/18 19:20;"Q2 : Paguei adiantado o valor de 10 camisas, com desconto promocional.  Levei 4 camisas para lavar em fiquei um tempo sem ir a 5asec. Fiquei surpreso ao descobrir quando retornei à loja que o valor pago antecipadamente havia sido ""confiscado"", devido ter transcorrido 90 dias (exatamente 94 dias) do pagamento antecipado.
Argumentei que poderia perder o desconto promocional, mas não o valor total pago antecipadamente. A atendente me ofereceu lavar 2 camisas por conta das 6 restantes pagas antecipadamente, como ""cortesia""... Aceitei porque estava com pressa e resolvi lançar a perda do restante do valor pago antecipadamente (4 camisas) como custo para não me aborrecer.  Mas não esperem que eu indique a lavanderia para meus conhecidos... | Q4 : Acho que poderiam devolver o valor que me foi ""confiscado"" (estou evitando usar uma palavra mais forte)."
5àsec Faria Lima;25/09/18 19:07;Q2 : Pq fui bem atendida. | Q4 : Por enquanto nada .Obrigada .
5àsec Shopping Analia Franco;25/09/18 19:04;
5àsec Vila Nova Concei?Ao I;25/09/18 18:49;Q2 : Recepção super atenciosas... roupa bem lavadas e passadas
5àsec Shopping Analia Franco;25/09/18 18:37;
5àsec Extra Morumbi;25/09/18 18:34;Q2 : S3rviço bom e no prazo estabelecido.
5àsec Santana;25/09/18 18:30;
5àsec Shopping Boulevard Tatuapé;25/09/18 18:26;Q2 : Adorei o serviço da Bag | Q4 : Tudo certo
5àsec Campo Belo;25/09/18 18:07;Q2 : Atendimento cordial  | Q4 : Às vezes as roupas estão com pequenas manchas decorrente de um pingos de refrigerante....enfim....seria bom que o setor de lavagem observasse isso e caprichasse para a manchinha sair
5àsec Santana;25/09/18 18:01;"Q2 : Serviço muito bom. Atendimento personalizado, carinhoso.
Sinto prazer em ir até a loja."
5àsec Tremembe;25/09/18 17:58;Q2 : Gosto muito!
5àsec Gumercindo Saraiva;25/09/18 17:54;
5àsec Vila Romana;25/09/18 17:35;Q2 : Tudo funcionou bem. | Q4 : Eu não vou voltar na 5asec. Apesar do serviço,  não há nenhuma consciência ambiental. A cada entrega, uma série de plásticos. O transparente, cabide, prendedor de mangas, um porta papelzinho com a data de retirada?!?
5àsec Alameda Tiete;25/09/18 17:16;Q2 : Disposição em encontrar uma camiseta sumida
5àsec Guarulhos Parque Shopping Maia;25/09/18 17:13;Q2 : Trabalho perfeito, ótimo atendimento
5àsec Extra Raposo Tavares;25/09/18 17:05;Q2 : Preço.  | Q4 : Melhorar preço.
5àsec Brooklin;25/09/18 17:05;Q2 : O serviço é bom, porém o preço é muito alto. | Q4 : Rever os preços. Acredito se os preços fossem menores, eu lavaria mais peças.
5àsec Lapa Albion;25/09/18 17:02;"Q2 : Estou reclamando há meses de 2 VINCOS nas minhas calças sociais e de vinco nas calças jeans 
Sábado passado qdo reclamei mais uma vez dizendo que eu iria reclamar no SAC me pediram para assim não proceder para evitar rebaixamento na pontuação da loja. Sou obrigado a dar risadas desse pedido  | Q4 : Talvez eu leve minhas roupas para outra lavanderia  mas caso eu permaneça com os senhores precisa melhorar muito a qualidade dos serviços pois uma franquia desse tipo nao é admissível reclamações sem solução. VALE ESCLARECER QUE SOU CONSUMIDOR DA LOJA ALBION HA MUITOS ANOS E GASTO EM MÉDIA 100.00 REAIS POR SEMANA"
5àsec Pio Xi;25/09/18 16:59;Q2 : A calça era pra ser entregue na quinta-feira e até sábado não havia sido entregue. E ainda ficou curta. Paguei pela entrega e tive que ir até lá buscar a calça. Liguei na sexta para cobrar, e me falaram que seria entregue.
5àsec Wal Mart Pacaembu;25/09/18 16:57;
5àsec Butantã Shopping;25/09/18 16:54;"Q2 : A lavagem não foi satisfatória
 | Q4 : Melhorar a qualidade da lavagem. A peça de roupa ficou do mesmo jeito que lavando em casa."
5àsec Tremembe;25/09/18 16:54;Q2 : Não saiu a sujeira e nem me avisaram na retirada. Somente vi quando fui ver em casa.
5àsec Loefgreen;25/09/18 16:52;Q2 : Serviço muito bom
5àsec Interlagos Autodromo;25/09/18 16:41;Q2 : Estou com um produto lá para passar por um laudo. E já posso  imaginar que eu que vou ficar com o prejuízo causado por eles. Afinal se afirmo que o problema não existia ... não existia... não sou criança e  nem tenho tempo pra ficar querendo levar sei lá que tipo de vantagem... | Q4 : Que tivessem a experiência para realmente saber o que vai aacontecer com sua roupa. Explicar exatamente o que pode aacontecer e se não tiver como fazer isso que assuma o compromisso  de respeitar o cliente e não achar que o cliente quer prejudicar a lavanderia ou na na duvida nao pegue o serviço.  Afinal se o cliente diz que tal problema não existia porque duvidar?
5àsec Pedroso Alvarenga;25/09/18 16:38;Q2 : Muito caro | Q4 : Preço
5àsec Shopping Boulevard Tatuapé;25/09/18 16:32;
5àsec Wal Mart Osasco;25/09/18 16:32;
5àsec Vila Romana;25/09/18 16:27;Q2 : Qualidade
5àsec Wal Mart Osasco;25/09/18 16:27;Q2 : Levei um blazer para tirar manchas da qual não sabia sabia as mamvjas e mesmo assim vcs conseguiram tirar  | Q4 : Baratear mais os preços
5àsec Campo Belo;25/09/18 16:23;Q2 : Pq são bons no que fazem  | Q4 : O cheiro das roupas
5àsec Vila Romana;25/09/18 16:16;Q2 : Preço está alto | Q4 : Preco
5àsec Alameda Campinas;25/09/18 16:15;Q2 : Porque pedi expressamente para nao fazer vinco na calça, mas foi feito vinco bem marcado na frente e atrás. Deixei para lavar e repassar, mas o vinco ficou bem marcado. Creio q perdi a calça, q é totalmente nova. Nunca maia volto nessa lavanderia. | Q4 : Nada. Nunca mais volto lá
5àsec Av. Santa Ines;25/09/18 16:15;Q2 : Meu tênis não ficou muito limpo. | Q4 : Se não for possível limpar , pelo menos dizer!
5àsec Santa Cruz;25/09/18 16:13;Q4 : Mais rapidez na entrega das peças! Esperar 1 semana pra lavar 2 edredons é muita coisa!
5àsec Reebok Vila Olimpia;25/09/18 16:07;
5àsec Alfonso Bovero;25/09/18 16:05;Q2 : A última peca que deixei lá voltou com todo amor o ano botões descascados. A peça estava inteira.
5àsec Extra Itaim;25/09/18 16:05;
5àsec Wal Mart Pacaembu;25/09/18 16:04;
5àsec Santa Cruz;25/09/18 04:57;
5àsec Shopping Jardim Sul;25/09/18 03:13;
5àsec Pio Xi;25/09/18 00:15;Q2 : Um pouco de lentidão no atendimento | Q4 : Maior rapidez na atendimento
5àsec Berrini;24/09/18 23:27;Q2 : Excelente atendimento atenção e capricho  | Q4 : Esta ótimo
5àsec Vila Mariana Klabin;24/09/18 22:38;
5àsec Alfonso Bovero;24/09/18 22:32;Q2 : serviço e atendimento excelentes | Q4 : só os preços rsrsrs
5àsec Braz Leme;24/09/18 22:07;Q2 : Gosto do trabalho | Q4 : Descontos pra lavar toda roupa dia dia
5àsec Rua Da Mooca;24/09/18 21:21;
5àsec Shopping Boulevard Tatuapé;24/09/18 20:48;
5àsec Shopping Iguatemi;24/09/18 20:22;Q2 : Gostei do trabalho realizado
5àsec Bela Vista Consolacao;24/09/18 20:04;Q2 : Roupa voltou com defeito  | Q4 : Desconto quando roupa entregue volta avariada. Foi cobrado valor mais alto que na tabela, paguei antecipado, voltou com problema e nem se prontificaram a nada
5àsec Vila Mariana Klabin;24/09/18 19:53;Q2 : Estou achando caro lavar no 5 a sec. Achei que pagaria 50 a 60 reais e paguei 85..na proxima vez,farei cotação em outras lavanderias. | Q4 : Achei que está caro lavar roupas com vocês.
5àsec Portal Do Morumbi;24/09/18 19:38;Q2 : Serviço perfeito.
5àsec Ibirapuera;24/09/18 18:51;Q2 : Excelente atendimento
5àsec Shopping Analia Franco;24/09/18 18:18;
5àsec Mooca;24/09/18 18:04;
5àsec Shopping Penha;24/09/18 17:38;Q2 : A entrega das roupas (delivery), ocorreu na forma combinada. Contudo, tinha outras roupas para levar e o responsável pela entrega, deixou as roupas na portaria e foi embora.  | Q4 : O motorista pedir para interfonar e perguntar se há roupas para levar...
5àsec Vila Mariana;24/09/18 17:03;
5àsec Guarulhos Parque Shopping Maia;24/09/18 16:15;Q2 : Dez.
5àsec Loefgreen;24/09/18 15:48;Q2 : Solicitei NF do serviço e não veio, liguei cobrando e também não recebi.  | Q4 : O envio da NF quando solicitado!
5àsec Vila Carrão;24/09/18 15:42;
5àsec Alfonso Bovero;24/09/18 15:39;Q2 : Atendimento excelente
5àsec Brooklin Paulista;24/09/18 15:25;Q2 : Atendimento
5àsec Tremembe;24/09/18 15:08;Q2 : Ótimo atendimento
5àsec Alphaville Bradesco Seguros;24/09/18 14:44;
5àsec Oscar Freire;24/09/18 14:39;Q2 : Atendimento.
5àsec Vila Romana;24/09/18 14:35;Q4 : O preço...
5àsec Gumercindo Saraiva;24/09/18 14:23;Q2 : Ótimo atendimento, ótimo serviço
5àsec Shopping Analia Franco;24/09/18 14:06;
5àsec Shopping Center Norte;24/09/18 14:05;Q4 : os prazos podiam ser mais respeitados ou ser avisado antes por telefone que haverá atrasos
5àsec Interlagos Sonda;24/09/18 12:51;Q2 : Funcionários prestativos e educados
5àsec Wal Mart Osasco;24/09/18 12:20;
5àsec Perdizes;24/09/18 12:16;
5àsec Portal Do Morumbi;24/09/18 12:14;Q2 : Trabalham bem e as atendentes são ótimas. | Q4 : Nada. Está tudo bem.
5àsec Extra Raposo Tavares;24/09/18 10:13;"Q2 : Atendimento é o principal, continuo indo ao 5 pq a Roseli da loja do Extra da Raposo atende com excelência e sabe como segurar seu cliente mantendo fiel a empresa e ultimamente com a entrada da Juliana nessa empresa, só me fez continuar.
Parabéns a elas e ao Sr Guilherme de cuidar tão bem dos funcionários, assim acredito"
5àsec Carrefour Aricanduva;24/09/18 05:32;Q2 : Foi ótimo!  | Q4 : Melhorar os preços.
5àsec Vila Beatriz;24/09/18 05:04;
5àsec Panamby;24/09/18 03:23;Q2 : Pontualidade e qualidade do serviço prestado...
5àsec Tatuape;24/09/18 02:53;
5àsec Paraiso;24/09/18 02:36;Q2 : Deve melhorar o serviço com roupas femininas  | Q4 : Revisar o serviço
5àsec Wal Mart Osasco;24/09/18 01:48;"Q2 : Ótimo atendimento 
 | Q4 : Nada"
5àsec Oscar Freire;24/09/18 01:34;Q2 : pontualidade, praticidade na forma de pagamento, atende as necessidades do cliente, e retorno as mensagens via zap, educação, enfim... Não tenho motivos para não indicar. | Q4 : por enquanto atinge todas as minhas necessidades.
5àsec Marechal Barbacena;24/09/18 00:58;Q2 : Prazo qualidade serviço  | Q4 : Mantenham este serviço assim
5àsec Metro Conceiçao;23/09/18 23:26;
5àsec Shopping Center Norte;23/09/18 23:16;
5àsec Interlagos Autodromo;23/09/18 22:56;
5àsec Pio Xi;23/09/18 22:20;Q4 : Passar melhor as camisas
5àsec Brooklin Paulista;23/09/18 22:14;
5àsec Perdizes;23/09/18 21:52;
5àsec Vila Beatriz;23/09/18 21:42;Q2 : Preço | Q4 : Preço
5àsec Alphaville Bradesco Seguros;23/09/18 21:16;Q2 : Atraso nas entregas - máquinas quebradas | Q4 : Ter maquinário funcionando
5àsec Pinheiros;23/09/18 21:16;
5àsec Bela Vista Consolacao;23/09/18 21:15;Q2 : Excelente atendomento
5àsec Paraiso Tutoia;23/09/18 21:11;Q2 : Loja muito cara, péssimas atendentes e o serviço não é impecável. | Q4 : Espero que essa loja da Tutóia seja fechada
5àsec Sumare Posto Texaco;23/09/18 21:09;Q2 : O meu paletó azul escuro voltou cheio de fiapos brancos, de tecido sintético, como se ele tivesse sido lavado com outras roupas e toda sujeira delas viesse para o meu. | Q4 : Tomar mas cuidado com as roupas e conferir antes de enviá-las. Estou indo em um casamento agora cheio de fiapos na roupa. Caso aconteça novamente isso prefiro mudar de lavanderia
5àsec Alfonso Bovero;23/09/18 20:44;Q2 : Atendimento  | Q4 : Descontos
5àsec Shopping Jardim Sul;23/09/18 20:42;Q2 : Cordialidade | Q4 : Reduzir o prazo de devolução das pecas
5àsec Shopping Eldorado;23/09/18 20:36;Q2 : Meu terno preto perdeu a cor. O terno voltou descolorido em algumas partes do blazer e da calça. Questionei a atendente pois vi que passavam ferro diretamente na peça de roupa e disseram que era procedimento padrao e nao havia nada de errado com meu terno | Q4 : Nao irei mais utilizar os serviços da 5a sec
5àsec Berrini;23/09/18 20:27;Q2 : Equipe 100% preparada e atenciosa.  | Q4 : Estão todos de parabéns!!!! Por mais empresas assim! A lavagem ficou excelente!!!!
5àsec Jardim Marajoara;23/09/18 19:32;Q2 : Serviço bom, porem o valor foi alto. | Q4 : A loja ter mais conforto para os funcionários e clientes e o valor ser mais em conta.
5àsec Pedroso Alvarenga;23/09/18 19:17;
5àsec Shopping Market Place;23/09/18 19:14;
5àsec Jardim Paulista;23/09/18 18:31;Q2 : Mal atendimento  | Q4 : Um melhor atendimento e gentileza.
5àsec Vila Nova Conceição II;23/09/18 17:56;Q2 : Muit ruim essa unidade. Camisa amassada e terno voltou com um papel no bolso que estava antes de ser lavado. | Q4 : A loja parece abandonada com somente 1 pessoa tanto na entrega quanto na retirada. Na retirada entrei e fiquei chamando a pessoa por 3 minutos ate aparecer. Infelizmente essa loja nao esta entregando um bom servico. Tentarei outra numa proxima vez.
5àsec Shopping Center Norte;23/09/18 17:29;Q2 : Apesar do servço ser bem prestado, o atendimento deixa muito a desejar  | Q4 : Atendimento
5àsec Perdizes;23/09/18 17:27;Q2 : sempre foram muito atenciosas no atendimento e a ultima entrega estava perfeita. | Q4 : ate momento não tenho nada para sugerir.
5àsec Moema Passaros;23/09/18 17:14;Q2 : Atenção,simpatia e qualidade do serviço  | Q4 : Agilizar a entrega
5àsec Estados Unidos;23/09/18 16:55;Q2 : Bom atendimento e boa lavagem
5àsec Penha;23/09/18 16:22;Q2 : Ótimo atendimento | Q4 : Tudo positivo
5àsec Mascote II;23/09/18 16:06;"Q2 : PORQUE RECENTEMENTE DEVOLVI UMA CALÇA 2 VEZES E DEPOIS RETIREI-A AINDA COM MANCHAS. DESII DE LAVAR ESSA CALÇA NA 5ASEC. NO PACOTE, TINHA UMA CAMISA, CUJAS MANCHAS AINDA NÃO VI SE PERMANECERAM OU NÃO.
NÃO ACEITO A DEVOLUÇÃO DE ROUPAS, SEM QUE AS MANCHAS TENHAM SIDO TIRADAS.
ESSA LOJA, É A DA STA. CATARINA, PRÓXIMO À DJALMA PINHEIRO FRANCO
JÁ PROCUREI A LOJA MATRIZ DE VOCÊS, NA PRÓPRIA MASCOTE E VOU TESTAR NUMA PRÓXIMA LEVADA DE ROUPAS.
NÃO ESTOU FELIZ NA ATUAL.
TAMBÉM NÃO LEVO NA STA. CATARIANA PERTO DA SABESP, EMBORA O ATENDIMENTO LÁ SEJA 10, PORQUE É SÓ UM POSTO DE COLETA. | Q4 : NÃ PRETENDO VOLATAR TÃO CEDO. COMO DISSE, IREI À LOJA DA AV. MASCOTE, DESDE QUE NÃO SEJA POSTO DE COLETA."
5àsec Santa Cruz;23/09/18 12:10;
5àsec Mooca;23/09/18 03:18;
5àsec Av. Santa Ines;23/09/18 02:55;
5àsec Loefgreen;23/09/18 00:29;Q2 : não cumpriram o prazo de entrega e não me avisaram, poderiam ter me ligado e eu não teria ido duas vezes na loja, | Q4 : ficaram de entregar na minha casa, não entregaram  , eu fui na loja e um dos produtos não localizavam, aí  disseram que demoraria mais um dia, poderiam ter me avisado. Isso aconteceu duas vezes.
5àsec Shopping Boulevard Tatuapé;23/09/18 00:26;Q2 : Prazo não cumprido | Q4 : Prazo
5àsec Santana;22/09/18 23:00;Q2 : Tudo | Q4 : Foi boa
5àsec Jardim Marajoara;22/09/18 21:48;Q2 : Roupa foi danificada | Q4 : Além da entrega ter atrasado quase 1 semana, a jaqueta foi danificado e estou aguardando contato da dona da loja para ressarcimento.
5àsec Guarulhos;22/09/18 21:42;
5àsec Shopping Center Norte;22/09/18 21:30;Q2 : Muito bem cuidada  | Q4 : Tudo muito bom
5àsec Campo Belo;22/09/18 21:19;Q2 : camisas que vão para lavar com os suportes para colocar nos 2 colarinhos não são repostos na devolução | Q4 : os colarinhos das camisas com os suportes + reduzir prazo de entrega e preço
5àsec Bela Vista Consolacao;22/09/18 19:59;Q2 : Atendimento
5àsec Shopping Eldorado;22/09/18 19:44;Q2 : atendimento, qualidade na lavagem e passagem
5àsec Wal Mart Osasco;22/09/18 19:26;Q2 : Eles estão tão cheios de serviços que alguém tem que parar o que está fazendo para te atender no balcão.. | Q4 : Tranquilo
5àsec Tatuape;22/09/18 18:43;Q2 : Não tenho nada a reclamar atendimento de excelência. | Q4 : Parabéns para mim perfeito.
5àsec Guarulhos Tiradentes;22/09/18 18:15;
5àsec Vila Carrão;22/09/18 17:54;"Q2 : Levei um edredom para lavar. Ao retirar senti cheiro de ""desinfetante de rosas"".
Entrei em contato com a loja é perguntei sobre o cheirinho suave de roupa limpa e informei que nem fiz uso do edredom pois o cheiro era enjoativo 
Pediram que eu retornasse à loja que levariam novamente.
Pois bem...O  cheirinho de roupa lavada não tem, o plástico da embalagem continua com o cheiro de ""desinfetante de rosas"" . | Q4 : Sinto, mas não usarei mais o serviço."
5àsec Tatuape;22/09/18 17:08;Q4 : Fazer mais promoções de lavagens e combos, ou até mesmo descontos progressivos.
5àsec Bela Vista Consolacao;22/09/18 16:38;Q2 : Porque existe uma preocupação em atender bem cliente. As vezes eu preciso da roupa antes da data prevista e elas conseguem atender na data que eu preciso. Parabéns a todos o time 5aSec Consolação.
5àsec Avenida Atlantica;22/09/18 16:17;Q2 : Ótimo serviço  | Q4 : Valores
5àsec Loefgreen;22/09/18 16:07;Q2 : Limpeza excelente de edredons
5àsec Vila Romana;22/09/18 16:04;Q2 : 10 | Q4 : fazer mais promoções, por exemplo, mês do edredon
5àsec Jardim Marajoara 2 Posto Shell;22/09/18 03:33;
5àsec Guarulhos;22/09/18 02:18;Q2 : Preços altíssimos. | Q4 : Os preços são altíssimos comparados com outras boas lavanderias.
5àsec Loefgreen;22/09/18 01:53;Q2 : Cordialidade da Pri e Fabiana
5àsec Centro Empresarial;22/09/18 01:05;Q2 : Qualidade do serviço
5àsec Mooca;22/09/18 00:26;
5àsec Shopping Penha;22/09/18 00:23;
5àsec Interlagos Autodromo;22/09/18 00:17;Q2 : Mandei lavar um protetor de colchão e veio com as manchas que estavam nem parece que foi lavado
5àsec Vila Mariana;22/09/18 00:03;"Q2 : Melhorar no cuidado com as roupas!
Fechar todos botões das camisas, verificar se não tem um papel no bolso e lavar com ele , como aconteceu com 1 camisa de meu marido e ficou com o bolso cheio de farelos de papel!"
5àsec Pao De Açucar 1 De Janeiro;21/09/18 22:50;Q2 : Ótimo atendimento
5àsec Pio Xi;21/09/18 22:41;Q2 : Levei uma roupa numa quarta-feira, para pegar na segunda-feira, na segunda-feira não estava pronta, nem no local estava,  na terça-feira voltei para buscar, e nada, a peça não estava na loja, porque não tinha quem passasse e levaram a roupa para outra loja.  | Q4 : Cumprir prazos
5àsec Ministro Rocha Azevedo;21/09/18 22:41;Q2 : Bom.atendimento e bom serviço | Q4 : Nao vejo nada que precise melhorar
5àsec Extra Raposo Tavares;21/09/18 22:28;
5àsec Faria Lima;21/09/18 22:04;Q2 : Rapidez e boa qualidade
5àsec Shopping Jardim Sul;21/09/18 21:55;Q2 : Bom atendimento
5àsec Campinas Sousas;21/09/18 21:34;Q2 : Atendimento,  e a qualidade dos serviço deixou a desejar. Além de não ficar bem lavado, não ficou cheiroso, devolvi um dos produtos por conta de cheiro insuportável, roupa não estava seca, na realidade nenhuma estava boa, mas uma pior. e para piorar na retirada o funcionário questionou o porque e disse que ia demorar em função da maquina estar quebrada. Fiquei bem chateada. esperava bem mais da rede. | Q4 : se tiver próxima visita, acho que seria de bom tom ajudar o cliente, pois as atendentes viram minha dificuldade e me deixaram entrar com as peças caindo, me deixaram esperando. achei meio estranho. Esperava bem mais por ser uma rede.
